Accuracy,Precision,Recall,F1-Score,AUC-ROC,Model,Dataset,Run
0.5533980582524272,0.6101694915254238,0.7444444444444445,0.5089137645107794,0.7444444444444445,Naïve Bayes + TF-IDF,incubator-mxnet,18
0.7572815533980582,0.6472719522591646,0.7952991452991454,0.6554262009902315,0.7952991452991452,BERT + LSTM,incubator-mxnet,18
0.6893203883495146,0.6180173092053501,0.7564102564102564,0.5984405458089669,0.7564102564102566,Naïve Bayes + TF-IDF,incubator-mxnet,19
0.6601941747572816,0.6080508474576272,0.7397435897435898,0.5755327917108206,0.7397435897435898,BERT + LSTM,incubator-mxnet,19
0.5048543689320388,0.6015625,0.7166666666666667,0.47115675022651765,0.7166666666666667,Naïve Bayes + TF-IDF,incubator-mxnet,20
0.8058252427184466,0.6426630434782609,0.7243589743589745,0.6633986928104575,0.7243589743589745,BERT + LSTM,incubator-mxnet,20
0.5825242718446602,0.6160714285714286,0.7611111111111111,0.5314714905321063,0.7611111111111111,Naïve Bayes + TF-IDF,incubator-mxnet,21
0.6893203883495146,0.6047676282051282,0.7235042735042736,0.5884115884115885,0.7235042735042735,BERT + LSTM,incubator-mxnet,21
0.5145631067961165,0.5704930662557781,0.6564102564102564,0.46621061359867333,0.6564102564102564,Naïve Bayes + TF-IDF,incubator-mxnet,22
0.8155339805825242,0.6509539842873175,0.72991452991453,0.6730158730158731,0.72991452991453,BERT + LSTM,incubator-mxnet,22
0.6116504854368932,0.6080316742081447,0.7448717948717949,0.5466549295774648,0.7448717948717949,Naïve Bayes + TF-IDF,incubator-mxnet,23
0.8058252427184466,0.6426630434782609,0.7243589743589745,0.6633986928104575,0.7243589743589745,BERT + LSTM,incubator-mxnet,23
0.5242718446601942,0.5726053639846743,0.661965811965812,0.4734480959833073,0.661965811965812,Naïve Bayes + TF-IDF,incubator-mxnet,24
0.6796116504854369,0.5737976782752903,0.6521367521367522,0.5581697647211752,0.6521367521367522,BERT + LSTM,incubator-mxnet,24
0.5533980582524272,0.6101694915254238,0.7444444444444445,0.5089137645107794,0.7444444444444445,Naïve Bayes + TF-IDF,incubator-mxnet,25
0.7669902912621359,0.6015384615384616,0.6692307692307693,0.612781954887218,0.6692307692307693,BERT + LSTM,incubator-mxnet,25
0.5922330097087378,0.6181818181818182,0.7666666666666666,0.5390025575447571,0.7666666666666666,Naïve Bayes + TF-IDF,incubator-mxnet,26
0.7864077669902912,0.652143522833178,0.7790598290598291,0.6710220673635308,0.7790598290598291,BERT + LSTM,incubator-mxnet,26
0.5728155339805825,0.6140350877192983,0.7555555555555555,0.5239495798319327,0.7555555555555555,Naïve Bayes + TF-IDF,incubator-mxnet,27
0.7766990291262136,0.6078586497890296,0.6747863247863248,0.6211418519110827,0.6747863247863248,BERT + LSTM,incubator-mxnet,27
0.5728155339805825,0.6140350877192983,0.7555555555555555,0.5239495798319327,0.7555555555555555,Naïve Bayes + TF-IDF,incubator-mxnet,28
0.7961165048543689,0.669634703196347,0.8175213675213675,0.6913967755742616,0.8175213675213675,BERT + LSTM,incubator-mxnet,28
0.5145631067961165,0.6031746031746031,0.7222222222222222,0.47874493927125505,0.7222222222222222,Naïve Bayes + TF-IDF,incubator-mxnet,29
0.8058252427184466,0.5821969696969697,0.5927350427350427,0.586677367576244,0.5927350427350427,BERT + LSTM,incubator-mxnet,29
0.6213592233009708,0.625,0.7833333333333333,0.5617021276595744,0.7833333333333333,Naïve Bayes + TF-IDF,incubator-mxnet,30
0.8446601941747572,0.6898954703832753,0.7794871794871795,0.7181942544459644,0.7794871794871795,BERT + LSTM,incubator-mxnet,30
0.5689655172413793,0.5821428571428572,0.6932773109243697,0.5039343140608963,0.6932773109243697,Naïve Bayes + TF-IDF,caffe,1
0.7931034482758621,0.6205128205128205,0.6974789915966386,0.6375,0.6974789915966386,BERT + LSTM,caffe,1
0.5172413793103449,0.5709090909090909,0.6638655462184874,0.46578947368421053,0.6638655462184874,Naïve Bayes + TF-IDF,caffe,2
0.8103448275862069,0.5256410256410257,0.5224089635854342,0.5235250186706497,0.5224089635854341,BERT + LSTM,caffe,2
0.4482758620689655,0.5572715572715572,0.6246498599439776,0.41414141414141414,0.6246498599439776,Naïve Bayes + TF-IDF,caffe,3
0.7241379310344828,0.5810616929698709,0.6582633053221288,0.5797101449275363,0.6582633053221288,BERT + LSTM,caffe,3
0.5862068965517241,0.6129032258064516,0.7647058823529411,0.5303643724696356,0.7647058823529411,Naïve Bayes + TF-IDF,caffe,4
0.8103448275862069,0.6340579710144928,0.707282913165266,0.6538252848616386,0.707282913165266,BERT + LSTM,caffe,4
0.46551724137931033,0.5048076923076923,0.511204481792717,0.4012654012654012,0.511204481792717,Naïve Bayes + TF-IDF,caffe,5
0.7241379310344828,0.5534883720930233,0.5966386554621849,0.5512572533849129,0.5966386554621849,BERT + LSTM,caffe,5
0.5517241379310345,0.5782556750298685,0.6834733893557423,0.49122807017543857,0.6834733893557423,Naïve Bayes + TF-IDF,caffe,6
0.8448275862068966,0.5694444444444444,0.542016806722689,0.548051948051948,0.542016806722689,BERT + LSTM,caffe,6
0.6379310344827587,0.5492424242424242,0.6092436974789917,0.5172413793103448,0.6092436974789915,Naïve Bayes + TF-IDF,caffe,7
0.8793103448275862,0.7115384615384616,0.6848739495798319,0.6967886482449589,0.6848739495798319,BERT + LSTM,caffe,7
0.5862068965517241,0.5603345280764636,0.6414565826330532,0.5007173601147776,0.6414565826330533,Naïve Bayes + TF-IDF,caffe,8
0.8275862068965517,0.6258503401360545,0.6554621848739496,0.6375,0.6554621848739496,BERT + LSTM,caffe,8
0.6724137931034483,0.5858585858585859,0.6904761904761905,0.5632183908045976,0.6904761904761906,Naïve Bayes + TF-IDF,caffe,9
0.8620689655172413,0.6750700280112044,0.6750700280112044,0.6750700280112044,0.6750700280112046,BERT + LSTM,caffe,9
0.4482758620689655,0.5572715572715572,0.6246498599439776,0.41414141414141414,0.6246498599439776,Naïve Bayes + TF-IDF,caffe,10
0.8103448275862069,0.6083333333333333,0.6456582633053222,0.6209150326797386,0.6456582633053222,BERT + LSTM,caffe,10
0.5,0.5674019607843137,0.65406162464986,0.4530081300813008,0.6540616246498598,Naïve Bayes + TF-IDF,caffe,11
0.7758620689655172,0.5479166666666667,0.5644257703081232,0.5519904931669637,0.5644257703081232,BERT + LSTM,caffe,11
0.3793103448275862,0.5114709851551957,0.5238095238095238,0.35155279503105585,0.5238095238095238,Naïve Bayes + TF-IDF,caffe,12
0.8620689655172413,0.6528301886792454,0.6134453781512605,0.6282051282051282,0.6134453781512604,BERT + LSTM,caffe,12
0.39655172413793105,0.5472222222222222,0.5952380952380952,0.37403638606228795,0.5952380952380953,Naïve Bayes + TF-IDF,caffe,13
0.8448275862068966,0.6475,0.665266106442577,0.6554455445544555,0.6652661064425771,BERT + LSTM,caffe,13
0.5,0.5674019607843137,0.65406162464986,0.4530081300813008,0.6540616246498598,Naïve Bayes + TF-IDF,caffe,14
0.8275862068965517,0.5433962264150943,0.5322128851540616,0.5352564102564102,0.5322128851540616,BERT + LSTM,caffe,14
0.39655172413793105,0.5157894736842106,0.5336134453781513,0.36463223787167454,0.5336134453781513,Naïve Bayes + TF-IDF,caffe,15
0.7931034482758621,0.4339622641509434,0.45098039215686275,0.4423076923076923,0.45098039215686275,BERT + LSTM,caffe,15
0.5517241379310345,0.5782556750298685,0.6834733893557423,0.49122807017543857,0.6834733893557423,Naïve Bayes + TF-IDF,caffe,16
0.6896551724137931,0.5085271317829457,0.5154061624649859,0.49516441005802714,0.5154061624649859,BERT + LSTM,caffe,16
0.4827586206896552,0.5639751552795031,0.6442577030812324,0.44015444015444016,0.6442577030812324,Naïve Bayes + TF-IDF,caffe,17
0.7758620689655172,0.5025,0.5028011204481793,0.5023102310231023,0.5028011204481793,BERT + LSTM,caffe,17
0.7068965517241379,0.6224747474747474,0.7717086834733893,0.6091954022988506,0.7717086834733894,Naïve Bayes + TF-IDF,caffe,18
0.8275862068965517,0.6883720930232557,0.8403361344537814,0.7195357833655707,0.8403361344537814,BERT + LSTM,caffe,18
0.5344827586206896,0.5745192307692308,0.6736694677871148,0.4785214785214785,0.6736694677871149,Naïve Bayes + TF-IDF,caffe,19
0.8103448275862069,0.5256410256410257,0.5224089635854342,0.5235250186706497,0.5224089635854341,BERT + LSTM,caffe,19
0.5172413793103449,0.6,0.7254901960784313,0.4774774774774775,0.7254901960784313,Naïve Bayes + TF-IDF,caffe,20
0.7241379310344828,0.6293436293436294,0.7815126050420168,0.6233766233766235,0.7815126050420168,BERT + LSTM,caffe,20
0.603448275862069,0.6166666666666667,0.7745098039215687,0.5436195689360246,0.7745098039215687,Naïve Bayes + TF-IDF,caffe,21
0.8620689655172413,0.6121212121212121,0.5518207282913166,0.5622641509433962,0.5518207282913165,BERT + LSTM,caffe,21
0.5172413793103449,0.5436081242532855,0.6022408963585434,0.4520917678812416,0.6022408963585435,Naïve Bayes + TF-IDF,caffe,22
0.8448275862068966,0.5694444444444444,0.542016806722689,0.548051948051948,0.542016806722689,BERT + LSTM,caffe,22
0.5862068965517241,0.6129032258064516,0.7647058823529411,0.5303643724696356,0.7647058823529411,Naïve Bayes + TF-IDF,caffe,23
0.8793103448275862,0.7037037037037037,0.623249299719888,0.6484848484848484,0.6232492997198879,BERT + LSTM,caffe,23
0.7068965517241379,0.5986842105263157,0.7100840336134454,0.5896795672076571,0.7100840336134453,Naïve Bayes + TF-IDF,caffe,24
0.8275862068965517,0.6499032882011606,0.7170868347338936,0.6712018140589568,0.7170868347338936,BERT + LSTM,caffe,24
0.3793103448275862,0.5437589670014347,0.5854341736694677,0.3602941176470588,0.5854341736694678,Naïve Bayes + TF-IDF,caffe,25
0.7931034482758621,0.5126050420168067,0.5126050420168067,0.5126050420168067,0.5126050420168067,BERT + LSTM,caffe,25
0.4827586206896552,0.5357575757575758,0.5826330532212886,0.4276315789473684,0.5826330532212886,Naïve Bayes + TF-IDF,caffe,26
0.7931034482758621,0.5126050420168067,0.5126050420168067,0.5126050420168067,0.5126050420168067,BERT + LSTM,caffe,26
0.4482758620689655,0.5897435897435898,0.6862745098039216,0.4236024844720497,0.6862745098039216,Naïve Bayes + TF-IDF,caffe,27
0.7931034482758621,0.4339622641509434,0.45098039215686275,0.4423076923076923,0.45098039215686275,BERT + LSTM,caffe,27
0.5689655172413793,0.5821428571428572,0.6932773109243697,0.5039343140608963,0.6932773109243697,Naïve Bayes + TF-IDF,caffe,28
0.8275862068965517,0.5938375350140056,0.5938375350140056,0.5938375350140056,0.5938375350140055,BERT + LSTM,caffe,28
0.7068965517241379,0.5986842105263157,0.7100840336134454,0.5896795672076571,0.7100840336134453,Naïve Bayes + TF-IDF,caffe,29
0.8620689655172413,0.6750700280112044,0.6750700280112044,0.6750700280112044,0.6750700280112046,BERT + LSTM,caffe,29
0.6724137931034483,0.5858585858585859,0.6904761904761905,0.5632183908045976,0.6904761904761906,Naïve Bayes + TF-IDF,caffe,30
0.8620689655172413,0.6121212121212121,0.5518207282913166,0.5622641509433962,0.5518207282913165,BERT + LSTM,caffe,30
0.6738544474393531,0.6561450295465641,0.7851905085106666,0.6240788504053058,0.7851905085106666,Naïve Bayes + TF-IDF,Combined,1
0.7830188679245284,0.6570075757575757,0.7206518412052009,0.6740668389159752,0.720651841205201,BERT + LSTM,Combined,1
0.6859838274932615,0.6640246394581655,0.7990910421740461,0.6359827262027333,0.7990910421740461,Naïve Bayes + TF-IDF,Combined,2
0.6172506738544474,0.6227317321318266,0.7247574559827524,0.5708432105704766,0.7247574559827525,BERT + LSTM,Combined,2
0.6293800539083558,0.628472827666376,0.7353309112202393,0.5814899818074792,0.7353309112202393,Naïve Bayes + TF-IDF,Combined,3
0.839622641509434,0.7107721801591924,0.7311787173447253,0.7199902327336611,0.7311787173447253,BERT + LSTM,Combined,3
0.660377358490566,0.6461185718964952,0.7671577434423285,0.6102941176470589,0.7671577434423285,Naïve Bayes + TF-IDF,Combined,4
0.7789757412398922,0.6563850560352407,0.7248905391197882,0.673303264604811,0.7248905391197882,BERT + LSTM,Combined,4
0.6859838274932615,0.6539127627098744,0.7791285716186902,0.6307393286985123,0.7791285716186902,Naïve Bayes + TF-IDF,Combined,5
0.8018867924528302,0.6861346863468635,0.7685218455969445,0.707829413135542,0.7685218455969444,BERT + LSTM,Combined,5
0.6752021563342318,0.6583624708624709,0.7893227399156253,0.6260542071045142,0.7893227399156253,Naïve Bayes + TF-IDF,Combined,6
0.7654986522911051,0.6680746391035357,0.7700722641434103,0.6821284013354211,0.7700722641434105,BERT + LSTM,Combined,6
0.6711590296495957,0.6397814367963621,0.7536364967195006,0.6137790975493207,0.7536364967195007,Naïve Bayes + TF-IDF,Combined,7
0.8086253369272237,0.6712613642549948,0.7093331204003142,0.6857320114058008,0.709333120400314,BERT + LSTM,Combined,7
0.6940700808625337,0.6489779874213837,0.7673240973636231,0.632845418578544,0.7673240973636231,Naïve Bayes + TF-IDF,Combined,8
0.7412398921832885,0.6535168709081752,0.755579510520222,0.6604118993135011,0.755579510520222,BERT + LSTM,Combined,8
0.6778975741239892,0.6474240558292282,0.7676434968925088,0.6221537097918562,0.7676434968925087,Naïve Bayes + TF-IDF,Combined,9
0.8234501347708895,0.6865610328638497,0.7115356463182549,0.6973060166976517,0.711535646318255,BERT + LSTM,Combined,9
0.6711590296495957,0.6448614534046117,0.7636177319971786,0.6165569590227125,0.7636177319971786,Naïve Bayes + TF-IDF,Combined,10
0.8059299191374663,0.6785760711964401,0.737666520275216,0.6976809986758266,0.7376665202752158,BERT + LSTM,Combined,10
0.6765498652291105,0.6418726707389684,0.7568571086357647,0.6182342045688413,0.7568571086357647,Naïve Bayes + TF-IDF,Combined,11
0.7722371967654986,0.6552631578947369,0.730846009502136,0.6714259137466166,0.7308460095021359,BERT + LSTM,Combined,11
0.6900269541778976,0.6555082658904301,0.7815440305558883,0.6341411127118063,0.7815440305558883,Naïve Bayes + TF-IDF,Combined,12
0.8194070080862533,0.681522555305262,0.7091201873810569,0.6931120905712558,0.7091201873810569,BERT + LSTM,Combined,12
0.7035040431266847,0.6594114290372544,0.7862684819206558,0.6446360153256705,0.7862684819206559,Naïve Bayes + TF-IDF,Combined,13
0.5983827493261455,0.6323224173970443,0.7401019416829694,0.5619452897172563,0.7401019416829694,BERT + LSTM,Combined,13
0.6711590296495957,0.6380977554571687,0.7503094182936081,0.6128309310979001,0.750309418293608,Naïve Bayes + TF-IDF,Combined,14
0.7520215633423181,0.6611621684974579,0.7653478127786428,0.671127812304283,0.7653478127786428,BERT + LSTM,Combined,14
0.660377358490566,0.6374402219545139,0.7505223513128652,0.6058416317444792,0.7505223513128653,Naïve Bayes + TF-IDF,Combined,15
0.807277628032345,0.6820778964017398,0.7451258301060673,0.702018911321237,0.7451258301060673,BERT + LSTM,Combined,15
0.6536388140161725,0.6367424242424242,0.7498236648434278,0.6012279303977599,0.7498236648434278,Naïve Bayes + TF-IDF,Combined,16
0.7439353099730458,0.6492827292944597,0.7438815027747834,0.6579649667620943,0.7438815027747834,BERT + LSTM,Combined,16
0.7021563342318059,0.660455486542443,0.7887904073674825,0.6444163994075848,0.7887904073674825,Naïve Bayes + TF-IDF,Combined,17
0.8450134770889488,0.7109197324414716,0.6678577607431362,0.68480697982809,0.6678577607431363,BERT + LSTM,Combined,17
0.6576819407008087,0.6347315007483664,0.7455849669288404,0.6027133907265783,0.7455849669288405,Naïve Bayes + TF-IDF,Combined,18
0.623989218328841,0.6158839779005525,0.7121478287486193,0.5718194848629631,0.7121478287486191,BERT + LSTM,Combined,18
0.660377358490566,0.6426286605314738,0.7605035865905432,0.6085449186038722,0.7605035865905432,Naïve Bayes + TF-IDF,Combined,19
0.738544474393531,0.659302261812427,0.7706045966915532,0.6637231815803244,0.7706045966915533,BERT + LSTM,Combined,19
0.6563342318059299,0.6359691347219791,0.7481068923756671,0.6025292257922211,0.7481068923756672,Naïve Bayes + TF-IDF,Combined,20
0.7735849056603774,0.6628862289041969,0.7482865546106653,0.6795146030440148,0.7482865546106652,BERT + LSTM,Combined,20
0.6509433962264151,0.6464291942797349,0.7681758294406515,0.6041965732927735,0.7681758294406515,Naïve Bayes + TF-IDF,Combined,21
0.8018867924528302,0.6770395044413278,0.7419052181898032,0.6966754265215034,0.7419052181898033,BERT + LSTM,Combined,21
0.6778975741239892,0.6541939347902302,0.7809518105960793,0.6257389175556892,0.7809518105960793,Naïve Bayes + TF-IDF,Combined,22
0.7075471698113207,0.6500752558699578,0.7653943918766053,0.6412368010017758,0.7653943918766053,BERT + LSTM,Combined,22
0.6401617250673854,0.6338522588522588,0.74509921347866,0.5911086344076034,0.74509921347866,Naïve Bayes + TF-IDF,Combined,23
0.7479784366576819,0.655952380952381,0.7562781969896595,0.6651713428715526,0.7562781969896594,BERT + LSTM,Combined,23
0.6954177897574124,0.6560413207895223,0.7814375640462596,0.6377735728418743,0.7814375640462597,Naïve Bayes + TF-IDF,Combined,24
0.7654986522911051,0.6599759953012079,0.7501097935880545,0.6747089947089948,0.7501097935880545,BERT + LSTM,Combined,24
0.6684636118598383,0.6387515111550719,0.7520261907613686,0.611558007099262,0.7520261907613687,Naïve Bayes + TF-IDF,Combined,25
0.77088948787062,0.6768611670020122,0.786601189763245,0.6917309403012797,0.7866011897632451,BERT + LSTM,Combined,25
0.7075471698113207,0.6643364928909952,0.7953380977096391,0.64994140833067,0.7953380977096393,Naïve Bayes + TF-IDF,Combined,26
0.7331536388140162,0.6653444116858751,0.7873464553306451,0.6653455062322327,0.7873464553306451,BERT + LSTM,Combined,26
0.6630727762803235,0.6435982122676932,0.7621138925486751,0.6107683914557891,0.7621138925486752,Naïve Bayes + TF-IDF,Combined,27
0.633423180592992,0.6226535851691309,0.7244380564538667,0.5812084993359893,0.7244380564538667,BERT + LSTM,Combined,27
0.6684636118598383,0.6490080710426738,0.7719886613167246,0.6169960971924966,0.7719886613167246,Naïve Bayes + TF-IDF,Combined,28
0.7358490566037735,0.6563956722369771,0.7656672123075285,0.6602564102564104,0.7656672123075284,BERT + LSTM,Combined,28
0.6765498652291105,0.6435457462352328,0.7601841870616575,0.6191779650143279,0.7601841870616574,Naïve Bayes + TF-IDF,Combined,29
0.7695417789757413,0.6613778957528957,0.7491981740993598,0.6771080658090621,0.74919817409936,BERT + LSTM,Combined,29
0.6792452830188679,0.6546979694133293,0.7817569635751453,0.626867816091954,0.7817569635751455,Naïve Bayes + TF-IDF,Combined,30
0.7803234501347709,0.6652255639097744,0.74565816265421,0.6830912659212929,0.74565816265421,BERT + LSTM,Combined,30
